[00:03:31]: [DangTienScan] === scan begin ===	
[00:03:31]: [DangTienScan] CN | STRINGS.XD_HTZ_NOLQ = 灵力不足	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_KLAUS_CALLFORHELP = 其在求救。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_OCEANFISHING_BADCAST = 甩竿有待提……	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_RUINS_RESET = 彼怪又回。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_DETACH_BUFF_PLAYERABSORPTION = 是还好。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_NONIGHTSIESTA = 夜当眠，而非午休。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_HUNT_WRONG_FORK = 有物觊觎吾。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_DESPAWN = 吾可见光。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_NOHUNGERSLEEP = 甚欲食大餐。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_OFF_SCRIPT = 吾感没见过此句。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_PLANT_RESEARCHED.1 = 吾长了见识。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_REVIVED_FROM_CORPSE = 好甚。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_REVIVING_CORPSE = 容吾助汝。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_EQUIP_SHADOWLEVEL_T4 = only_used_by_waxwell	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_OCEAN_SILHOUETTE_INCOMING = 不善。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_FOODMEMORY = only_used_by_warly	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_POCKETWATCH_MARK = only_used_by_wanda	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_WET = 吾不欲为水湿。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_WANDA_YOUNGTONORMAL = only_used_by_wanda	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MOUNT_LOWHEALTH = 此牛受伤。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_NORMALTOMIGHTY = only_used_by_wolfang	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_LUNAR_RIFT_MAX = 彼闪光。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_FLARE_SEEN = 何人发信号？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_NODAYSLEEP_CAVE = 吾不倦。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_NODAYSLEEP = 光过亮。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_REPELLED = 其有护。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_COMPASS_OUT = 此罗盘不能。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_TICOON_LOST_KITCOON = 看来别人找到他要找。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_OCEANFISHING_IDLE_QUOTE.1 = 鱼乎？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_OCEANFISHING_IDLE_QUOTE.2 = 或当换鱼多处钓。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_OCEANFISHING_IDLE_QUOTE.3 = 吾以为海中处处是鱼。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_OCEANFISHING_IDLE_QUOTE.4 = 吾此刻明明可做更有趣之事……	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_HOUNDS = 闻否？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_INV_FULL = 已满。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_KILLEDPLANT.1 = only_used_by_wormwood	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_HUNGRY_SLOWBUILD.1 = only_used_by_winona	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_ENTER_DARK = 伸手不见指。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_FIRENETTLE_TOXIN_DONE = 用脑子记下东西。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_DETACH_BUFF_ATTACK = 筋肉实感失。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_BECOMEGHOST = 嗷嗷嗷嗷嗷。。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_CHARGE = only_used_by_wx78	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_ATTACH_BUFF_WORKEFFECTIVENESS = 仙力提。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_WEIGHT = 重：{weight}	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MOONALTAR_MINE.IDOL_MED = 内有物。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MOONALTAR_MINE.IDOL_LOW = 将挖出。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MOONALTAR_MINE.GLASS_MED = 内有物。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MOONALTAR_MINE.SEED_LOW = 将挖出。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MOONALTAR_MINE.GLASS_REVEAL = 汝自由。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MOONALTAR_MINE.SEED_REVEAL = 汝自由。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MOONALTAR_MINE.GLASS_LOW = 将挖出。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MOONALTAR_MINE.SEED_MED = 内有物。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MOONALTAR_MINE.IDOL_REVEAL = 汝自由。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.DESCRIBE_PLANTSTRESSORHAPPINESS = 其欲与人畅言。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_NO_TRAP = 甚易。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_NOHUNGERSIESTA = 吾过饥，不能午休。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_PETRIFED_TREES = 吾闻树在尖叫？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_HUNT_LOST_TRAIL_SPRING = 此湿土不存足迹。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_KITCOON_HIDANDSEEK_FOUND_LAST_ONE_TEAM = {name}找到最后。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_ATTACH_BUFF_SLEEPRESISTANCE = 顿感神清气爽。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_CARRAT_ERROR_STUNNED = 站起。冲，冲。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_DETACH_BUFF_WORKEFFECTIVENESS = 明日复明日...	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_SOUL_EMPTY.1 = only_used_by_wortox	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_EYEOFTERROR_FLYAWAY = 回，吾与汝没完。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_ARCHIVE_NO_POWER = 需给其供点法力。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_WASHED_ASHORE = 弄湿。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_BOOK_MOON_DAYTIME = only_used_by_waxwell_and_wicker	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_TOOL_TOOWEAK = 吾需一把更结实工具。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_GHOSTLYBOND_LEVELUP.LEVEL3 = only_used_by_wendy	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_GHOSTLYBOND_LEVELUP.LEVEL2 = only_used_by_wendy	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_HUNT_START_FORK = 此迹似有险。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_WOLFGANG_WIMPY_COACHING = only_used_by_wolfang	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_HUNT_LOST_TRAIL = 迹至此而绝。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_CARRAT_START_RACE = 实验——，赛始。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_EQUIP_SHADOWLEVEL_T2 = only_used_by_waxwell	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_SPOOKED = 汝见否？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MONKEY_CURSE_1 = 始有一种猴感……	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_GHOST_QUEST = only_used_by_wendy	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_NOSLEEPONFIRE = 吾之帐着火，奈何？	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_DISCHARGE = only_used_by_wx78	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_HOT = 何处可凉？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_HIGHRESEARCH = 吾本聪慧	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_LIGHTFIRE.1 = only_used_by_willow	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_EYEOFTERROR_ARRIVE = 彼乃何？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_NOWARDROBEONFIRE = 此与吾无关。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_ACCOMPLISHMENT = 吾感甚有成就。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_KNOCKEDOUT = 怪，吾何昏沉。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_NOSLEEPHASPERMANENTLIGHT = only_used_by_wx78	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_DETACH_BUFF_SLEEPRESISTANCE = 吾……（哈欠）再不倦……	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_NORMALTOWIMPY = only_used_by_wolfang	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_KINGCREATED = only_used_by_wurt	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MONKEY_CURSE_CHANGEBACK = 总从解脱。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_MOONPOTION_FAILED = 或未浸足时……	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_ADVENTUREFAIL = 吾必再试。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_YOTB_LEARN_NEW_PATTERN = 吾脑有很多想法。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ANNOUNCE_QUAKE = 闻之不妙。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.CASTAOE.NO_MAX_SANITY = only_used_by_waxwell	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.POUR_WATER_GROUNDTILE.OUT_OF_WATER = 吾之浇壶已干。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.YOTB_STARTCONTEST.ALREADYACTIVE = 其或忙于他赛。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.YOTB_STARTCONTEST.DOESNTWORK = 此地非吾用武之地。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.GIVETOPLAYER.FULL = 汝囊已满。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.GIVETOPLAYER.BUSY = 有物与汝。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.GIVETOPLAYER.SLEEPING = 日上三竿，且醒矣。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.GIVETOPLAYER.DEAD = 吾先留着。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.FILL_OCEAN.UNSUITABLE_FOR_PLANTS = 似不喜咸水。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ACTIVATE.EMPTY_CATCOONDEN = 本以为内有诸多灵物。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ACTIVATE.KITCOON_HIDEANDSEEK_NOT_ENOUGH_HIDERS = 应无此易。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ACTIVATE.CARNIVAL_HOST_HERE = 其便在近处。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ACTIVATE.KITCOON_HIDEANDSEEK_NOT_ENOUGH_HIDING_SPOTS = 周遭无多藏身之处。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ACTIVATE.HOSTBUSY = 彼正忙碌。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ACTIVATE.PILLOWFIGHT_NO_HANDPILLOW = 吾需一战。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ACTIVATE.MANNEQUIN_EQUIPSWAPFAILED = 其应穿不上。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ACTIVATE.LOCKED_GATE = 门扉已锁。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ACTIVATE.NOCARNIVAL = 皆已飞去。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ACTIVATE.KITCOON_HIDEANDSEEK_ONE_GAME_PER_DAY = 今日至此为止。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.CAST_SPELLBOOK.NO_TOPHAT = only_used_by_waxwell	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ROW_FAIL.BAD_TIMING1 = 时机不当。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ROW_FAIL.BAD_TIMING2 = 莫再犯。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ROW_FAIL.BAD_TIMING0 = 过急。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.START_CARRAT_RACE.NO_RACERS = 吾有所遗漏。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.DRAW.NOIMAGE = 吾不喜绘。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.UPGRADE.BEDAZZLED = only_used_by_webber	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.REMOVEMODULES.NO_MODULES = only_used_by_wx78	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.SHAVE.GENERIC = 其怒矣。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.SHAVE.AWAKEBEEFALO = 待其入眠再来。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.SHAVE.NOBITS = 已无从下手。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.SHAVE.SOMEONEELSESBEEFALO = 当安抚其心。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.SHAVE.REFUSE = only_used_by_woodie	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.TELLSTORY.GENERIC = only_used_by_walter	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.TELLSTORY.NO_FIRE = only_used_by_walter	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.TELLSTORY.NOT_NIGHT = only_used_by_walter	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.APPLYMODULE.NOTENOUGHSLOTS = only_used_by_wx78	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.APPLYMODULE.COOLDOWN = only_used_by_wx78	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.HARVEST.DOER_ISNT_MODULE_OWNER = 其似无兴趣。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.USEKLAUSSACKKEY.WRONGKEY = 非也。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.USEKLAUSSACKKEY.KLAUS = 吾正繁忙。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.SAIL.REPAIR = 其不需修理。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.BEDAZZLE.BURNT = only_used_by_webber	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.BEDAZZLE.ALREADY_BEDAZZLED = only_used_by_webber	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.BEDAZZLE.FROZEN = only_used_by_webber	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.BEDAZZLE.BURNING = only_used_by_webber	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.BEGIN_QUEST.ONEGHOST = only_used_by_wendy	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.CAST_POCKETWATCH.GENERIC = only_used_by_wanda	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.CAST_POCKETWATCH.SHARD_UNAVAILABLE = only_used_by_wanda	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.CAST_POCKETWATCH.WARP_NO_POINTS_LEFT = only_used_by_wanda	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.CAST_POCKETWATCH.REVIVE_FAILED = only_used_by_wanda	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.CHARGE_FROM.CHARGE_FULL = only_used_by_wx78	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.CHARGE_FROM.NOT_ENOUGH_CHARGE = only_used_by_wx78	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.UNLOCK.WRONGKEY = 吾力不逮。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.ATTUNE.NOHEALTH = 或当先疗己伤。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.TEACH.KNOWN = 吾已知晓。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.TEACH.STASH_MAP_NOT_FOUND = 彼辈定是忘绘了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.TEACH.MESSAGEBOTTLEMANAGER_NOT_FOUND = 光暗，不见一物。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.TEACH.WRONGWORLD = 此图于此无益。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.TEACH.CANTLEARN = 吾不明此图。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.CARNIVALGAME_FEED.TOO_LATE = 吾需速。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.HERD_FOLLOWERS.WEBBERONLY = 虽其不听吾，但或听他人。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.YOTB_UNLOCKSKIN.ALREADYKNOWN = 此吾已会。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.HITCHUP.NEEDBEEF = 有铃可近坐骑。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.HITCHUP.INMOOD = 吾之坐骑似过好动。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.HITCHUP.NEEDBEEF_CLOSER = 吾之坐骑过远。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.HITCHUP.BEEF_HITCHED = 吾之坐骑已拴。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.STORE.GENERIC = 已满。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.STORE.INUSE = 且待片刻。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.STORE.NOTALLOWED = 此物不入彼处。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.STORE.NOTMASTERCHEF = 吾力不逮。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.FISH_OCEAN.TOODEEP = 非深海钓竿，不宜深海垂钓。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.MARK.NOT_PARTICIPANT = 吾无选手。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.MARK.ALREADY_MARKED = 吾已选定。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.WRAPBUNDLE.EMPTY = 收拾行囊的好物。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.USEITEMON.BEEF_BELL_INVALID_TARGET = 吾必不可为。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_LUOSHEN.ACTIONFAIL.USEITEMON.BEEF_BELL_ALREADY_USED = 此牛已属他人。	
